contractor_id,company_name,trade_type,coverage_postcodes,city_region,phone,email,certifications,avg_response_days,emergency_callout,tier_approved,rating_out_of_5,active_on_network,notes
HS-1235,Shield Glazing Specialists,Glazing,"G11, G1, G42",Glasgow,01317745077,claims@shieldglazingsp.co.uk,Which? Trusted Trader; Trustmark,1,Yes (8am-10pm),"Comprehensive,Landlord",4.1,Yes,
HS-1236,Metro Glazing Solutions,Glazing,"G2, G14, G12, G11, G4, G13",Glasgow,01213120293,claims@metroglazingsol.co.uk,Trustmark; FENSA Registered,2,No,Comprehensive only,4.5,Yes,
HS-1237,City Joinery Contractors,Joinery & Carpentry,"G1, G4, G12, G42, G2",Glasgow,01131803226,claims@cityjoinerycont.co.uk,Trustmark; FMB Member,3,Yes (Mon-Sat),All tiers,4.8,Yes,
HS-1238,Regional Joinery Property Services,Joinery & Carpentry,"G14, G1, G12, G42",Glasgow,01312419889,claims@regionaljoinery.co.uk,Trustmark; FMB Member,2,Yes (Mon-Sat),All tiers,5.0,Review pending,
HS-1239,City Plastering & Sons,Plastering & Rendering,"G2, G12, G3, G4",Glasgow,01145684164,claims@cityplasteringa.co.uk,FMB Member; Trustmark,1,Yes (Mon-Sat),"Standard,Comprehensive,Landlord",4.9,Review pending,
HS-1240,Regional Flooring Contractors,Flooring,"G42, G11, G1, G12, G3, G2",Glasgow,01159886658,claims@regionalfloorin.co.uk,Trustmark; FMB Member,5,Yes (Mon-Sat),Comprehensive only,4.0,Yes,
HS-1241,Quality Flooring Solutions,Flooring,"G3, G11, G4, G42, G12, G2, G41",Glasgow,01915610743,claims@qualityflooring.co.uk,Trustmark; FMB Member,3,Yes (Mon-Sat),Comprehensive only,5.0,Yes,
HS-1242,National Flooring Solutions,Flooring,"G2, G42, G41, G3, G4, G13, G1",Glasgow,01218259968,claims@nationalfloorin.co.uk,FMB Member; Trustmark,1,Yes (8am-10pm),All tiers,3.9,Review pending,
HS-1243,Swift Kitchen Installation Contractors,Kitchen Installation,"G3, G42, G41, G14",Glasgow,01217097722,claims@swiftkitchenins.co.uk,Trustmark; FMB Member,3,Yes (24/7),All tiers,4.1,Yes,
HS-1244,Premier Bathroom Installation Ltd,Bathroom Installation,"G13, G3, G14, G12",Glasgow,01212410402,claims@premierbathroom.co.uk,FMB Member; Trustmark,3,No,Comprehensive only,4.0,Yes,
HS-1245,Regional Bathroom Installation Building Services,Bathroom Installation,"G3, G1, G41, G2",Glasgow,01151036134,claims@regionalbathroo.co.uk,FMB Member; Trustmark,3,Yes (24/7),All tiers,3.9,Review pending,
HS-1246,Reliable Painting Specialists,Painting & Decorating,"G2, G41, G4, G3, G1, G13, G42",Glasgow,01919982163,claims@reliablepaintin.co.uk,Trustmark; FMB Member,3,Yes (Mon-Sat),All tiers,4.4,Yes,
HS-1247,Swift Painting Services,Painting & Decorating,"G12, G2, G14, G42, G3, G13",Glasgow,01414540959,claims@swiftpaintingse.co.uk,FMB Member; Trustmark,1,Yes (8am-10pm),"Standard,Comprehensive,Landlord",4.7,Yes,
HS-1248,Quality Drainage Solutions,Drainage,"G14, G41, G2",Glasgow,01419648694,claims@qualitydrainage.co.uk,Trustmark; FMB Member,2,Yes (8am-10pm),"Comprehensive,Landlord",4.9,Review pending,
HS-1249,TrustMark Drainage Group,Drainage,"G13, G4, G11, G3, G42, G12",Glasgow,01314069693,claims@trustmarkdraina.co.uk,FMB Member; Trustmark,1,Yes (Mon-Sat),Comprehensive only,4.0,Yes,
HS-1250,Regional Drainage Building Services,Drainage,"G12, G13, G42, G4",Glasgow,01312577193,claims@regionaldrainag.co.uk,FMB Member; Trustmark,1,Yes (8am-10pm),"Comprehensive,Landlord",4.1,Yes,
HS-1251,Summit Locksmith Group,Locksmith,"G11, G4, G13, G2",Glasgow,01614805883,claims@summitlocksmith.co.uk,Master Locksmiths Association; Trustmark,2,Yes (24/7),"Standard,Comprehensive,Landlord",4.2,Yes,
HS-1252,TrustMark Locksmith Specialists,Locksmith,"G3, G11, G2, G14, G12, G42",Glasgow,01152671400,claims@trustmarklocksm.co.uk,Master Locksmiths Association; Trustmark,2,Yes (Mon-Sat),Comprehensive only,4.4,Yes,
HS-1253,Shield Fire Restoration Building Services,Fire Restoration,"G4, G14, G2",Glasgow,01146264286,claims@shieldfireresto.co.uk,BDMA Member; Trustmark,1,Yes (Mon-Sat),"Comprehensive,Landlord",4.2,Yes,
HS-1254,Swift Fire Restoration Specialists,Fire Restoration,"G41, G4, G11, G1, G12",Glasgow,01914431975,claims@swiftfirerestor.co.uk,Trustmark; BDMA Member,2,Yes (Mon-Sat),"Comprehensive,Landlord",4.2,Yes,
HS-1255,Prestige Fire Restoration Services,Fire Restoration,"G14, G12, G42, G2",Glasgow,01611347309,claims@prestigefireres.co.uk,BDMA Member; Trustmark,5,No,All tiers,4.5,Review pending,
HS-1256,Regional Flood Remediation Group,Flood Remediation,"G41, G2, G14, G3, G12, G11",Glasgow,01142601630,claims@regionalfloodre.co.uk,Trustmark; BDMA Member,2,No,Comprehensive only,4.4,Yes,
HS-1257,Quality Flood Remediation & Sons,Flood Remediation,"G11, G3, G12, G4, G41",Glasgow,01226621424,claims@qualityfloodrem.co.uk,BDMA Member; Trustmark,5,Yes (24/7),"Comprehensive,Landlord",4.1,Yes,
HS-1258,Crown Flood Remediation Property Services,Flood Remediation,"G3, G42, G4, G14, G41, G2",Glasgow,01226693759,claims@crownfloodremed.co.uk,BDMA Member; Trustmark,2,No,"Standard,Comprehensive,Landlord",4.7,Yes,
HS-1259,SafeHome Subsidence Specialist Contractors,Subsidence Specialist,"G11, G12, G3",Glasgow,01153492690,claims@safehomesubside.co.uk,PCA Registered; RICS Accredited,5,No,"Standard,Comprehensive,Landlord",3.9,Yes,HomeShield-approved specialist; must be pre-authorised before work commences
HS-1260,Prestige Subsidence Specialist Services,Subsidence Specialist,"G12, G14, G41, G4, G3, G42, G11",Glasgow,01418903416,claims@prestigesubside.co.uk,PCA Registered; Helifix Approved Installer,1,Yes (Mon-Sat),All tiers,4.2,Yes,HomeShield-approved specialist; must be pre-authorised before work commences
HS-1261,BritishHome Environmental (Oil/Contamination) Building Services,Environmental (Oil/Contamination),"G3, G11, G41",Glasgow,01215131153,claims@britishhomeenvi.co.uk,Environment Agency Licensed; ISO 14001 Certified,2,Yes (Mon-Sat),All tiers,4.2,Yes,Environment Agency licensed; required for all oil escape clean-up claims
HS-1262,Prestige Scaffolding Group,Scaffolding,"G12, G2, G14, G3, G42, G41",Glasgow,01919744884,claims@prestigescaffol.co.uk,Trustmark; FMB Member,2,No,All tiers,4.6,Review pending,
HS-1263,Crown Scaffolding Group,Scaffolding,"G1, G3, G12",Glasgow,01147345957,claims@crownscaffoldin.co.uk,FMB Member; Trustmark,1,No,"Comprehensive,Landlord",4.9,Review pending,
HS-1264,Apex Scaffolding Building Services,Scaffolding,"G3, G13, G41, G4, G2, G12",Glasgow,01316320908,claims@apexscaffolding.co.uk,Trustmark; FMB Member,3,Yes (24/7),All tiers,4.1,Yes,
HS-1265,Summit Roofing Building Services,Roofing,"S1, S7, S17, S10, S6",Sheffield,01133778534,claims@summitroofingbu.co.uk,CompetentRoofer; Trustmark,5,Yes (24/7),All tiers,4.9,Yes,
HS-1266,ProBuild Roofing Ltd,Roofing,"S2, S7, S11, S10",Sheffield,01157147509,claims@probuildroofing.co.uk,NFRC Approved; CompetentRoofer,1,No,"Comprehensive,Landlord",3.9,Review pending,
HS-1267,Reliable Roofing Solutions,Roofing,"S10, S17, S6, S7",Sheffield,01217124171,claims@reliableroofing.co.uk,CompetentRoofer; Trustmark,1,Yes (8am-10pm),Comprehensive only,4.6,Yes,
HS-1268,City Plumbing Group,Plumbing & Heating,"S6, S20, S8, S10, S3, S17, S7",Sheffield,01212310626,claims@cityplumbinggro.co.uk,Trustmark; Gas Safe Registered,1,Yes (8am-10pm),All tiers,4.7,Yes,
HS-1269,Premier Plumbing Contractors,Plumbing & Heating,"S3, S8, S6, S1, S11, S17, S20",Sheffield,01211937217,claims@premierplumbing.co.uk,CIPHE Member; Gas Safe Registered,3,Yes (8am-10pm),"Comprehensive,Landlord",4.5,Yes,
HS-1270,National Plumbing & Sons,Plumbing & Heating,"S1, S3, S7, S11",Sheffield,01147105111,claims@nationalplumbin.co.uk,CIPHE Member; Trustmark,2,Yes (Mon-Sat),Comprehensive only,4.7,Yes,
HS-1271,ProBuild Electrical Specialists,Electrical,"S7, S6, S20, S17, S1",Sheffield,01619613258,claims@probuildelectri.co.uk,NAPIT Registered; Part P Certified,2,Yes (8am-10pm),All tiers,3.9,Yes,
HS-1272,Reliable Building & Sons,Building & Structural,"S17, S3, S6, S2, S7",Sheffield,01146906729,claims@reliablebuildin.co.uk,RIBA Practice; RICS Accredited,1,Yes (Mon-Sat),"Standard,Comprehensive,Landlord",4.3,Yes,
HS-1273,Metro Damp Contractors,Damp & Timber Treatment,"S8, S20, S2",Sheffield,01911442178,claims@metrodampcontra.co.uk,Trustmark; FMB Member,1,Yes (24/7),Comprehensive only,4.3,Yes,
HS-1274,Elite Damp Solutions,Damp & Timber Treatment,"S6, S11, S3, S10, S7, S8",Sheffield,01212701183,claims@elitedampsoluti.co.uk,Trustmark; FMB Member,5,Yes (24/7),Comprehensive only,4.4,Yes,
HS-1275,Crown Damp Group,Damp & Timber Treatment,"S20, S7, S11, S3, S2, S8",Sheffield,01132186828,claims@crowndampgroup.co.uk,FMB Member; Trustmark,5,Yes (Mon-Sat),All tiers,4.0,Yes,
HS-1276,BritishHome Glazing & Sons,Glazing,"S8, S20, S17",Sheffield,01912427203,claims@britishhomeglaz.co.uk,FENSA Registered; Trustmark,1,No,All tiers,4.5,Yes,
HS-1277,City Joinery Building Services,Joinery & Carpentry,"S8, S17, S11, S1",Sheffield,01229506800,claims@cityjoinerybuil.co.uk,Trustmark; FMB Member,3,Yes (Mon-Sat),"Comprehensive,Landlord",4.3,Review pending,
HS-1278,Metro Joinery Ltd,Joinery & Carpentry,"S7, S10, S6, S1, S3, S11, S2",Sheffield,01155412677,claims@metrojoineryltd.co.uk,Trustmark; FMB Member,1,Yes (8am-10pm),Comprehensive only,4.7,Review pending,
HS-1279,Shield Joinery Solutions,Joinery & Carpentry,"S7, S6, S20, S2, S8, S11",Sheffield,01135851280,claims@shieldjoineryso.co.uk,Trustmark; FMB Member,2,No,"Comprehensive,Landlord",4.3,Yes,
HS-1280,Expert Plastering Specialists,Plastering & Rendering,"S7, S10, S2",Sheffield,01152044773,claims@expertplasterin.co.uk,Trustmark; FMB Member,5,Yes (Mon-Sat),"Comprehensive,Landlord",4.3,Review pending,
HS-1281,BritishHome Flooring Building Services,Flooring,"S7, S6, S3",Sheffield,01211363140,claims@britishhomefloo.co.uk,FMB Member; Trustmark,3,Yes (8am-10pm),All tiers,3.9,Yes,
HS-1282,TrustMark Flooring Ltd,Flooring,"S20, S17, S1",Sheffield,01616611047,claims@trustmarkfloori.co.uk,FMB Member; Trustmark,2,Yes (24/7),"Standard,Comprehensive,Landlord",4.0,Yes,
HS-1283,Expert Flooring Group,Flooring,"S20, S8, S1, S3, S2, S11, S7",Sheffield,01159134703,claims@expertflooringg.co.uk,FMB Member; Trustmark,2,No,Comprehensive only,4.8,Review pending,
HS-1284,City Kitchen Installation Services,Kitchen Installation,"S1, S20, S10, S17, S2",Sheffield,01317969665,claims@citykitcheninst.co.uk,FMB Member; Trustmark,1,Yes (24/7),Comprehensive only,4.8,Yes,
HS-1285,Reliable Kitchen Installation & Sons,Kitchen Installation,"S1, S10, S7, S11, S3, S8",Sheffield,01134693232,claims@reliablekitchen.co.uk,Trustmark; FMB Member,5,Yes (8am-10pm),All tiers,4.7,Yes,
HS-1286,Crown Bathroom Installation Contractors,Bathroom Installation,"S6, S2, S1, S3, S20",Sheffield,01135604431,claims@crownbathroomin.co.uk,FMB Member; Trustmark,1,Yes (8am-10pm),Comprehensive only,3.9,Yes,
HS-1287,FastFix Bathroom Installation Group,Bathroom Installation,"S1, S7, S6, S17, S3",Sheffield,01413355645,claims@fastfixbathroom.co.uk,Trustmark; FMB Member,2,Yes (Mon-Sat),Comprehensive only,4.8,Yes,
HS-1288,City Bathroom Installation Contractors,Bathroom Installation,"S17, S7, S6, S2, S3, S1, S8",Sheffield,01147031287,claims@citybathroomins.co.uk,Trustmark; FMB Member,3,Yes (24/7),"Comprehensive,Landlord",4.2,Review pending,
HS-1289,Quality Painting Solutions,Painting & Decorating,"S3, S17, S10",Sheffield,01419819483,claims@qualitypainting.co.uk,FMB Member; Trustmark,2,No,All tiers,4.6,Yes,
HS-1290,Apex Painting Contractors,Painting & Decorating,"S8, S20, S17, S11, S2, S7",Sheffield,01157664570,claims@apexpaintingcon.co.uk,Trustmark; FMB Member,1,Yes (Mon-Sat),"Standard,Comprehensive,Landlord",3.8,Yes,
HS-1291,Metro Painting Specialists,Painting & Decorating,"S17, S6, S7, S3, S8, S2, S10",Sheffield,01311251213,claims@metropaintingsp.co.uk,FMB Member; Trustmark,1,No,Comprehensive only,4.5,Yes,
HS-1292,City Drainage Building Services,Drainage,"S20, S7, S3",Sheffield,01918201024,claims@citydrainagebui.co.uk,FMB Member; Trustmark,3,Yes (24/7),"Standard,Comprehensive,Landlord",4.9,Review pending,
HS-1293,Shield Locksmith & Sons,Locksmith,"S6, S3, S7, S20, S10, S17",Sheffield,01132042012,claims@shieldlocksmith.co.uk,Master Locksmiths Association; Trustmark,1,Yes (24/7),Comprehensive only,4.2,Yes,
HS-1294,National Locksmith Property Services,Locksmith,"S20, S17, S2, S8, S3",Sheffield,01144705523,claims@nationallocksmi.co.uk,Trustmark; Master Locksmiths Association,2,Yes (8am-10pm),"Comprehensive,Landlord",4.9,Yes,
HS-1295,Expert Fire Restoration Specialists,Fire Restoration,"S8, S2, S1, S7, S11, S3",Sheffield,01313338112,claims@expertfireresto.co.uk,BDMA Member; Trustmark,1,Yes (Mon-Sat),"Comprehensive,Landlord",4.0,Yes,
HS-1296,Metro Fire Restoration Building Services,Fire Restoration,"S7, S2, S11, S8, S20",Sheffield,01148607228,claims@metrofirerestor.co.uk,Trustmark; BDMA Member,2,Yes (8am-10pm),"Standard,Comprehensive,Landlord",4.3,Yes,
HS-1297,Swift Fire Restoration Solutions,Fire Restoration,"S6, S8, S2, S1, S7, S17",Sheffield,01213209942,claims@swiftfirerestor.co.uk,Trustmark; BDMA Member,1,Yes (24/7),All tiers,3.9,Review pending,
HS-1298,Prestige Flood Remediation & Sons,Flood Remediation,"S3, S20, S11, S10, S17",Sheffield,01617296379,claims@prestigefloodre.co.uk,PCA Registered; Trustmark,5,Yes (Mon-Sat),"Standard,Comprehensive,Landlord",4.7,Yes,
HS-1299,Crown Flood Remediation Specialists,Flood Remediation,"S17, S1, S11, S3, S20, S8",Sheffield,01175318972,claims@crownfloodremed.co.uk,PCA Registered; Trustmark,2,Yes (Mon-Sat),Comprehensive only,4.5,Yes,
HS-1300,National Flood Remediation Ltd,Flood Remediation,"S8, S2, S1, S3, S7, S17",Sheffield,01412255298,claims@nationalfloodre.co.uk,BDMA Member; PCA Registered,5,Yes (8am-10pm),Comprehensive only,4.3,Yes,
HS-1301,Shield Subsidence Specialist Building Services,Subsidence Specialist,"S17, S3, S11, S2",Sheffield,01175537430,claims@shieldsubsidenc.co.uk,PCA Registered; RICS Accredited,3,No,"Standard,Comprehensive,Landlord",4.3,Yes,HomeShield-approved specialist; must be pre-authorised before work commences
HS-1302,Elite Subsidence Specialist Ltd,Subsidence Specialist,"S10, S3, S6, S7, S11, S20, S2",Sheffield,01158865508,claims@elitesubsidence.co.uk,Helifix Approved Installer; RICS Accredited,3,Yes (Mon-Sat),All tiers,4.9,Yes,HomeShield-approved specialist; must be pre-authorised before work commences
HS-1303,Reliable Environmental (Oil/Contamination) & Sons,Environmental (Oil/Contamination),"S7, S10, S8, S3, S1, S17, S11",Sheffield,01419047941,claims@reliableenviron.co.uk,ISO 14001 Certified; Environment Agency Licensed,3,Yes (Mon-Sat),All tiers,4.7,Yes,Environment Agency licensed; required for all oil escape clean-up claims
HS-1304,Swift Environmental (Oil/Contamination) & Sons,Environmental (Oil/Contamination),"S20, S11, S6",Sheffield,01919708967,claims@swiftenvironmen.co.uk,ISO 14001 Certified; Environment Agency Licensed,2,Yes (24/7),All tiers,4.0,Yes,Environment Agency licensed; required for all oil escape clean-up claims
HS-1305,City Scaffolding Solutions,Scaffolding,"S3, S20, S6, S10, S2, S11, S8",Sheffield,01218571826,claims@cityscaffolding.co.uk,Trustmark; FMB Member,3,Yes (Mon-Sat),"Comprehensive,Landlord",4.7,Yes,
HS-1306,FastFix Scaffolding Group,Scaffolding,"S6, S1, S20, S8, S10, S7",Sheffield,01225163853,claims@fastfixscaffold.co.uk,FMB Member; Trustmark,3,Yes (8am-10pm),"Standard,Comprehensive,Landlord",5.0,Yes,
HS-1307,SafeHome Roofing Contractors,Roofing,"CF23, CF5, CF2, CF24, CF15",Cardiff,01226765475,claims@safehomeroofing.co.uk,CompetentRoofer; Trustmark,1,Yes (8am-10pm),"Comprehensive,Landlord",4.6,Review pending,
HS-1308,Premier Roofing Ltd,Roofing,"CF15, CF3, CF1, CF24, CF10",Cardiff,01156867915,claims@premierroofingl.co.uk,CompetentRoofer; Trustmark,3,Yes (Mon-Sat),"Comprehensive,Landlord",4.2,Yes,
HS-1309,Swift Roofing Solutions,Roofing,"CF23, CF1, CF2, CF11, CF5, CF15, CF24",Cardiff,01414564769,claims@swiftroofingsol.co.uk,NFRC Approved; Trustmark,2,No,Comprehensive only,4.2,Yes,
HS-1310,SafeHome Plumbing Specialists,Plumbing & Heating,"CF5, CF1, CF23",Cardiff,01152116464,claims@safehomeplumbin.co.uk,Trustmark; CIPHE Member,1,Yes (Mon-Sat),Comprehensive only,5.0,Yes,
HS-1311,Quality Plumbing Property Services,Plumbing & Heating,"CF14, CF24, CF10, CF15, CF5, CF23",Cardiff,01223935644,claims@qualityplumbing.co.uk,CIPHE Member; Trustmark,2,Yes (Mon-Sat),Comprehensive only,4.0,Yes,
HS-1312,BritishHome Electrical & Sons,Electrical,"CF24, CF14, CF23",Cardiff,01151126088,claims@britishhomeelec.co.uk,NICEIC Approved; Part P Certified,1,Yes (24/7),Comprehensive only,4.4,Yes,
HS-1313,Shield Building Contractors,Building & Structural,"CF2, CF14, CF11, CF23, CF24",Cardiff,01213337824,claims@shieldbuildingc.co.uk,FMB Member; RIBA Practice,2,Yes (8am-10pm),All tiers,4.4,Yes,
HS-1314,Crown Building Solutions,Building & Structural,"CF15, CF14, CF23, CF3, CF2, CF5",Cardiff,01131733571,claims@crownbuildingso.co.uk,FMB Member; RIBA Practice,3,No,"Standard,Comprehensive,Landlord",4.1,Yes,
HS-1315,Apex Damp Building Services,Damp & Timber Treatment,"CF2, CF5, CF10",Cardiff,01311083228,claims@apexdampbuildin.co.uk,FMB Member; Trustmark,1,No,All tiers,4.3,Review pending,
HS-1316,BritishHome Damp Building Services,Damp & Timber Treatment,"CF14, CF24, CF23, CF1, CF5, CF11, CF2",Cardiff,01152684157,claims@britishhomedamp.co.uk,Trustmark; FMB Member,3,Yes (8am-10pm),Comprehensive only,4.5,Yes,
HS-1317,Elite Glazing Ltd,Glazing,"CF14, CF2, CF10, CF1, CF5",Cardiff,01145736552,claims@eliteglazingltd.co.uk,Trustmark; Which? Trusted Trader,1,Yes (8am-10pm),Comprehensive only,4.6,Yes,
HS-1318,Quality Joinery Services,Joinery & Carpentry,"CF3, CF11, CF10, CF14, CF1",Cardiff,01615620554,claims@qualityjoinerys.co.uk,FMB Member; Trustmark,2,No,"Comprehensive,Landlord",4.0,Review pending,
HS-1319,Elite Joinery & Sons,Joinery & Carpentry,"CF11, CF2, CF24, CF1, CF23, CF15",Cardiff,01145113890,claims@elitejoineryand.co.uk,FMB Member; Trustmark,5,Yes (24/7),Comprehensive only,4.6,Yes,
HS-1320,Elite Joinery Group,Joinery & Carpentry,"CF15, CF11, CF3",Cardiff,01136747465,claims@elitejoinerygro.co.uk,FMB Member; Trustmark,2,Yes (8am-10pm),All tiers,4.0,Yes,
HS-1321,Regional Plastering Solutions,Plastering & Rendering,"CF23, CF2, CF24, CF5, CF15",Cardiff,01228936581,claims@regionalplaster.co.uk,Trustmark; FMB Member,3,Yes (8am-10pm),All tiers,4.4,Review pending,
HS-1322,National Plastering Property Services,Plastering & Rendering,"CF3, CF2, CF10, CF14, CF1",Cardiff,01151377239,claims@nationalplaster.co.uk,FMB Member; Trustmark,2,No,All tiers,4.1,Yes,
HS-1323,Apex Flooring Solutions,Flooring,"CF10, CF3, CF2",Cardiff,01158986306,claims@apexflooringsol.co.uk,FMB Member; Trustmark,2,No,Comprehensive only,4.4,Yes,
HS-1324,TrustMark Flooring Solutions,Flooring,"CF15, CF1, CF24, CF11, CF23, CF3",Cardiff,01225701880,claims@trustmarkfloori.co.uk,Trustmark; FMB Member,3,No,"Comprehensive,Landlord",4.8,Yes,
HS-1325,Reliable Kitchen Installation Building Services,Kitchen Installation,"CF15, CF5, CF11, CF23, CF24, CF1",Cardiff,01315621207,claims@reliablekitchen.co.uk,FMB Member; Trustmark,2,Yes (24/7),"Standard,Comprehensive,Landlord",4.3,Yes,
HS-1326,Quality Kitchen Installation Contractors,Kitchen Installation,"CF5, CF15, CF2, CF24, CF23",Cardiff,01915523918,claims@qualitykitcheni.co.uk,Trustmark; FMB Member,1,Yes (Mon-Sat),"Comprehensive,Landlord",4.5,Yes,
HS-1327,Summit Kitchen Installation & Sons,Kitchen Installation,"CF2, CF23, CF1",Cardiff,01412424618,claims@summitkitchenin.co.uk,FMB Member; Trustmark,3,Yes (Mon-Sat),"Standard,Comprehensive,Landlord",4.5,Yes,
HS-1328,FastFix Bathroom Installation Solutions,Bathroom Installation,"CF14, CF3, CF24, CF23, CF2",Cardiff,01415890887,claims@fastfixbathroom.co.uk,FMB Member; Trustmark,2,Yes (24/7),All tiers,4.6,Yes,
HS-1329,ProBuild Bathroom Installation Services,Bathroom Installation,"CF10, CF14, CF11, CF5, CF24",Cardiff,01412316797,claims@probuildbathroo.co.uk,Trustmark; FMB Member,2,Yes (Mon-Sat),All tiers,4.6,Review pending,
HS-1330,National Bathroom Installation Solutions,Bathroom Installation,"CF11, CF10, CF1, CF5",Cardiff,01316939009,claims@nationalbathroo.co.uk,FMB Member; Trustmark,2,Yes (24/7),All tiers,4.8,Yes,
HS-1331,Summit Painting Solutions,Painting & Decorating,"CF15, CF1, CF24",Cardiff,01172109587,claims@summitpaintings.co.uk,FMB Member; Trustmark,2,Yes (24/7),All tiers,4.2,Yes,
HS-1332,TrustMark Painting Property Services,Painting & Decorating,"CF5, CF2, CF1",Cardiff,01157208445,claims@trustmarkpainti.co.uk,Trustmark; FMB Member,3,Yes (24/7),All tiers,4.4,Review pending,
HS-1333,TrustMark Painting Group,Painting & Decorating,"CF10, CF2, CF11, CF3, CF23",Cardiff,01919808484,claims@trustmarkpainti.co.uk,FMB Member; Trustmark,3,Yes (24/7),Comprehensive only,4.4,Review pending,
HS-1334,Reliable Drainage Ltd,Drainage,"CF14, CF11, CF3, CF1, CF5",Cardiff,01914984112,claims@reliabledrainag.co.uk,Trustmark; FMB Member,1,No,"Comprehensive,Landlord",4.5,Yes,
HS-1335,Expert Drainage Services,Drainage,"CF10, CF23, CF15, CF11, CF1, CF5",Cardiff,01612519375,claims@expertdrainages.co.uk,FMB Member; Trustmark,2,Yes (Mon-Sat),Comprehensive only,4.5,Yes,
HS-1336,Regional Locksmith Ltd,Locksmith,"CF1, CF5, CF3",Cardiff,01416329873,claims@regionallocksmi.co.uk,Master Locksmiths Association; Trustmark,3,Yes (8am-10pm),All tiers,4.6,Yes,
HS-1337,TrustMark Locksmith Solutions,Locksmith,"CF14, CF24, CF23, CF15",Cardiff,01416726744,claims@trustmarklocksm.co.uk,Trustmark; Master Locksmiths Association,2,Yes (8am-10pm),All tiers,4.2,Yes,
HS-1338,SafeHome Locksmith Building Services,Locksmith,"CF2, CF14, CF23, CF11, CF3, CF5, CF10",Cardiff,01138851019,claims@safehomelocksmi.co.uk,Trustmark; Master Locksmiths Association,3,No,"Comprehensive,Landlord",4.8,Review pending,
HS-1339,TrustMark Fire Restoration Building Services,Fire Restoration,"CF1, CF2, CF14, CF11, CF10",Cardiff,01173440181,claims@trustmarkfirere.co.uk,BDMA Member; Trustmark,2,Yes (8am-10pm),"Standard,Comprehensive,Landlord",4.2,Yes,
HS-1340,Prestige Fire Restoration Contractors,Fire Restoration,"CF3, CF11, CF2, CF23",Cardiff,01212308134,claims@prestigefireres.co.uk,Trustmark; BDMA Member,2,Yes (24/7),"Standard,Comprehensive,Landlord",4.7,Yes,
HS-1341,Shield Flood Remediation Specialists,Flood Remediation,"CF11, CF23, CF24, CF15",Cardiff,01146892179,claims@shieldfloodreme.co.uk,PCA Registered; Trustmark,3,Yes (24/7),Comprehensive only,3.9,Yes,
HS-1342,Metro Subsidence Specialist & Sons,Subsidence Specialist,"CF11, CF5, CF23, CF14, CF1, CF15",Cardiff,01227923109,claims@metrosubsidence.co.uk,PCA Registered; Helifix Approved Installer,5,Yes (24/7),"Comprehensive,Landlord",4.0,Review pending,HomeShield-approved specialist; must be pre-authorised before work commences
HS-1343,Crown Environmental (Oil/Contamination) Services,Environmental (Oil/Contamination),"CF2, CF11, CF24",Cardiff,01174850773,claims@crownenvironmen.co.uk,ISO 14001 Certified; Environment Agency Licensed,5,No,"Comprehensive,Landlord",4.3,Review pending,Environment Agency licensed; required for all oil escape clean-up claims
HS-1344,ProBuild Scaffolding Property Services,Scaffolding,"CF5, CF15, CF11",Cardiff,01149528427,claims@probuildscaffol.co.uk,FMB Member; Trustmark,1,No,"Comprehensive,Landlord",4.2,Yes,
HS-1345,Metro Scaffolding Group,Scaffolding,"CF5, CF15, CF2, CF3",Cardiff,01179939143,claims@metroscaffoldin.co.uk,Trustmark; FMB Member,3,Yes (24/7),Comprehensive only,3.8,Yes,
HS-1346,Crown Roofing Solutions,Roofing,"NG3, NG10, NG11, NG2, NG6",Nottingham,01913299056,claims@crownroofingsol.co.uk,NFRC Approved; Trustmark,1,Yes (24/7),Comprehensive only,4.2,Yes,
HS-1347,Expert Roofing Ltd,Roofing,"NG7, NG5, NG2",Nottingham,01413120152,claims@expertroofinglt.co.uk,NFRC Approved; Trustmark,3,Yes (8am-10pm),"Standard,Comprehensive,Landlord",4.5,Yes,
HS-1348,BritishHome Roofing Solutions,Roofing,"NG11, NG3, NG5, NG7, NG10, NG2, NG6",Nottingham,01155791663,claims@britishhomeroof.co.uk,NFRC Approved; Trustmark,3,Yes (24/7),"Comprehensive,Landlord",3.8,Yes,
HS-1349,TrustMark Plumbing Solutions,Plumbing & Heating,"NG8, NG1, NG2, NG6, NG9",Nottingham,01416339347,claims@trustmarkplumbi.co.uk,Trustmark; CIPHE Member,2,Yes (8am-10pm),"Comprehensive,Landlord",4.0,Yes,
HS-1350,Metro Plumbing Ltd,Plumbing & Heating,"NG3, NG5, NG11, NG1, NG6, NG2, NG9",Nottingham,01218191632,claims@metroplumbinglt.co.uk,Gas Safe Registered; Trustmark,1,Yes (8am-10pm),All tiers,4.4,Yes,
HS-1351,Quality Plumbing Building Services,Plumbing & Heating,"NG9, NG11, NG6",Nottingham,01144930926,claims@qualityplumbing.co.uk,CIPHE Member; Trustmark,2,Yes (24/7),"Standard,Comprehensive,Landlord",4.5,Review pending,
HS-1352,Premier Electrical Solutions,Electrical,"NG8, NG1, NG11",Nottingham,01159674668,claims@premierelectric.co.uk,NAPIT Registered; NICEIC Approved,1,No,"Comprehensive,Landlord",4.1,Yes,
